Representative,Party,District,Score,Year,Lifetime Score
"Zorinsky, Edward",D,NE,0.33,1983,0.37
"Bereuter, Douglas K.",R,NE-01,0.43,1983,0.34
"Daub, Harold John, Jr.,",R,NE-02,0.07,1983,0.21
"Smith, Virginia Dodd",R,NE-03,0.21,1983,0.22
"Hecht, Jacob Chic",R,NV,0.11,1983,0.1
"Laxalt, Paul Dominque",R,NV,0.11,1983,0.14
"Reid, Harry",D,NV-01,0.64,1983,0.82
"Vucanovich, Barbara Farrell",R,NV-02,0.0,1983,0.09
"Rudman, Warren Bruce",R,NH,0.56,1983,0.45
"Humphrey, Gordon John",R,NH,0.89,1983,0.57
"D'Amours, Norman Edward",D,NH-01,0.86,1983,0.72
"Gregg, Judd A.",R,NH-02,0.29,1983,0.42
"Bradley, William Warren",D,NJ,0.89,1983,0.84
"Lautenberg, Frank R.",D,NJ,0.89,1983,0.93
"Florio, James Joseph",D,NJ-01,0.86,1983,0.78
"Hughes, William John",D,NJ-02,0.57,1983,0.74
"Howard, James John",D,NJ-03,0.57,1983,0.68
"Smith, Christopher H.",R,NJ-04,0.86,1983,0.61
"Roukema, Marge",R,NJ-05,0.64,1983,0.63
"Dwyer, Bernard James",D,NJ-06,0.57,1983,0.73
"Rinaldo, Matthew John",R,NJ-07,0.79,1983,0.74
"Roe, Robert A.",D,NJ-08,0.64,1983,0.61
"Torricelli, Robert",D,NJ-09,0.86,1983,0.79
"Rodino, Peter Wallace",D,NJ-10,0.57,1983,0.66
"Minish, Joseph George",D,NJ-11,1.0,1983,0.8
"Courter, James Andrew",R,NJ-12,0.79,1983,0.48
"Forsythe, Edwin Bell",R,NJ-13,0.36,1983,0.37
"Guarini, Frank Joseph",D,NJ-14,0.57,1983,0.76
"Domenici, Pete V.",R,NM,0.22,1983,0.14
"Bingaman, Jeff",D,NM,0.67,1983,0.74
"Luján, Manuel",R,NM-01,0.07,1983,0.23
"Skeen, Joseph",R,NM-02,0.07,1983,0.08
"Richardson, William Blaine",D,NM-03,0.79,1983,0.81
"D'Amato, Alfonse Marcello",R,NY,0.33,1983,0.31
"Moynihan, Daniel Patrick",D,NY,0.78,1983,0.77
"Carney, William",R,NY-01,0.0,1983,0.22
"Downey, Thomas Joseph",D,NY-02,0.71,1983,0.84
"Mrazek, Robert Jan",D,NY-03,0.79,1983,0.75
"Lent, Norman Frederick",R,NY-04,0.5,1983,0.41
"McGrath, Raymond Joseph",R,NY-05,0.36,1983,0.52
"Addabbo, Joseph Patrick",D,NY-06,0.71,1983,0.67
"Ackerman, Gary L.",D,NY-07,0.69,1983,0.87
"Scheuer, James Haas",D,NY-08,0.79,1983,0.81
"Ferraro, Geraldine Anne",D,NY-09,0.64,1983,0.67
"Schumer, Chuck",D,NY-10,0.79,1983,0.92
"Towns, Edolphus",D,NY-11,0.71,1983,0.81
"Owens, Major R.",D,NY-12,0.57,1983,0.88
"Solarz, Stephen Joshua",D,NY-13,0.5,1983,0.81
"Molinari, Guy Victor",R,NY-14,0.57,1983,0.5
"Green, Sedgwick William",R,NY-15,0.71,1983,0.78
"Rangel, Charles",D,NY-16,0.57,1983,0.83
"Weiss, Theodore S.",D,NY-17,0.79,1983,0.88
"Garcia, Robert",D,NY-18,0.64,1983,0.68
"Biaggi, Mario",D,NY-19,0.57,1983,0.55
"Ottinger, Richard Lawrence",D,NY-20,0.93,1983,0.93
"Fish, Hamilton",R,NY-21,0.5,1983,0.7
"Gilman, Benjamin",R,NY-22,0.64,1983,0.73
"Stratton, Samuel Studdiford",D,NY-23,0.57,1983,0.42
"Solomon, Gerald Brooks Hunt",R,NY-24,0.21,1983,0.24
"Boehlert, Sherwood L.",R,NY-25,0.79,1983,0.78
"Martin, David O'Brien",R,NY-26,0.21,1983,0.32
"Wortley, George Cornelius",R,NY-27,0.36,1983,0.41
"McHugh, Matthew Francis",D,NY-28,0.86,1983,0.81
"Horton, Frank Jefferson",R,NY-29,0.5,1983,0.45
"Conable, Barber Benjamin",R,NY-30,0.36,1983,0.33
"Kemp, Jack French",R,NY-31,0.21,1983,0.28
"LaFalce, John J.",D,NY-32,0.93,1983,0.73
"Nowak, Henry James",D,NY-33,0.64,1983,0.69
"Lundine, Stanley Nelson",D,NY-34,0.86,1983,0.67
"East, John Porter",R,NC,0.11,1983,0.09
"Helms, Jesse",R,NC,0.22,1983,0.1
"Jones, Sr., Walter B.",D,NC-01,0.43,1983,0.3
"Valentine, Itimous Thaddeus, Jr.,",D,NC-02,0.57,1983,0.56
"Whitley, Charles Orville",D,NC-03,0.5,1983,0.33
"Andrews, Ike Franklin",D,NC-04,0.31,1983,0.37
"Neal, Stephen Lybrook",D,NC-05,0.36,1983,0.62
"Britt, Charles Robin",D,NC-06,0.5,1983,0.55
"Rose, Charles Grandison",D,NC-07,0.36,1983,0.45
"Hefner, Willie Gathrel",D,NC-08,0.5,1983,0.44
"Martin, James Grubbs",R,NC-09,0.21,1983,0.26
"Broyhill, James Thomas",R,NC-10,0.36,1983,0.3
"Clarke, James McClure",D,NC-11,0.71,1983,0.72
"Burdick, Quentin Northrup",D,ND,0.22,1983,0.46
"Andrews, Mark",R,ND,0.11,1983,0.27
"Dorgan, Byron L.",D,ND-AL,0.57,1983,0.64
"Metzenbaum, Howard Morton",D,OH,1.0,1983,0.84
"Glenn, John Herschel",D,OH,0.33,1983,0.64
"Luken, Thomas Andrew",D,OH-01,0.57,1983,0.52
"Gradison, Willis David",R,OH-02,0.64,1983,0.46
"Hall, Tony P.",D,OH-03,0.71,1983,0.71
"Oxley, Michael G.",R,OH-04,0.36,1983,0.11
"Latta, Delbert Leroy",R,OH-05,0.14,1983,0.23
"McEwen, Bob",R,OH-06,0.21,1983,0.2
"DeWine, Michael",R,OH-07,0.43,1983,0.32
"Kindness, Thomas Norman",R,OH-08,0.21,1983,0.2
"Kaptur, Marcy",D,OH-09,0.71,1983,0.83
"Miller, Clarence E.",R,OH-10,0.29,1983,0.26
"Eckart, Dennis Edward",D,OH-11,0.93,1983,0.81
"Kasich, John R.",R,OH-12,0.29,1983,0.27
"Pease, Donald James",D,OH-13,0.93,1983,0.81
"Seiberling, John Frederick",D,OH-14,0.79,1983,0.92
"Wylie, Chalmers Pangburn",R,OH-15,0.57,1983,0.35
"Regula, Ralph",R,OH-16,0.36,1983,0.3
"Williams, Lyle",R,OH-17,0.36,1983,0.35
"Applegate, Douglas Earl",D,OH-18,0.57,1983,0.46
"Feighan, Edward Farrell",D,OH-19,0.64,1983,0.78
"Oakar, Mary Rose",D,OH-20,0.64,1983,0.68
"Stokes, Louis",D,OH-21,0.64,1983,0.77
"Nickles, Don",R,OK,0.22,1983,0.09
"Boren, David Lyle",D,OK,0.22,1983,0.25
"Jones, James Robert",D,OK-01,0.36,1983,0.29
"Synar, Michael Lynn",D,OK-02,0.79,1983,0.76
"Watkins, Wes",R,OK-03,0.43,1983,0.21
"McCurdy, David Keith",D,OK-04,0.36,1983,0.5
"Edwards, Marvin Henry",R,OK-05,0.14,1983,0.17
"English, Glenn Lee",D,OK-06,0.5,1983,0.33
"Hatfield, Mark Odom",R,OR,0.33,1983,0.43
"Packwood, Robert William",R,OR,0.67,1983,0.48
"AuCoin, Les",D,OR-01,0.79,1983,0.69
"Smith, Robert Freeman",R,OR-02,0.07,1983,0.09
"Wyden, Ron",D,OR-03,0.79,1983,0.91
"Weaver, James Howard",D,OR-04,0.93,1983,0.83
"Smith, Dennis Alan",R,OR-05,0.07,1983,0.16
"Specter, Arlen",D,PA,0.33,1983,0.46
"Heinz, Henry John",R,PA,0.33,1983,0.6
"Foglietta, Thomas Michael",D,PA-01,0.57,1983,0.75
"Gray, William Herbert",D,PA-02,0.5,1983,0.71
"Borski, Robert A.",D,PA-03,0.64,1983,0.75
"Kolter, Joseph Paul",D,PA-04,0.43,1983,0.48
"Schulze, Richard Taylor",R,PA-05,0.36,1983,0.24
"Yatron, Gus",D,PA-06,0.57,1983,0.56
"Edgar, Robert William",D,PA-07,0.86,1983,0.88
"Kostmayer, Peter Houston",D,PA-08,0.64,1983,0.9
"Shuster, Bill",R,PA-09,0.14,1983,0.13
"McDade, Joseph Michael",R,PA-10,0.57,1983,0.44
"Harrison, Frank Girard",D,PA-11,0.5,1983,0.53
"Murtha, John P.",D,PA-12,0.5,1983,0.46
"Coughlin, Robert Lawrence",R,PA-13,0.86,1983,0.68
"Coyne, William J.",D,PA-14,0.57,1983,0.78
"Ritter, Donald Lawrence",R,PA-15,0.29,1983,0.36
"Walker, Robert Smith",R,PA-16,0.36,1983,0.28
"Gekas, George W.",R,PA-17,0.14,1983,0.17
"Walgren, Douglas",D,PA-18,0.64,1983,0.75
"Goodling, William F.",R,PA-19,0.36,1983,0.3
"Gaydos, Joseph Matthew",D,PA-20,0.57,1983,0.49
"Ridge, Thomas Joseph",R,PA-21,0.71,1983,0.42
"Murphy, Austin John",D,PA-22,0.64,1983,0.57
"Clinger, William Floyd",R,PA-23,0.5,1983,0.29
"Pell, Claiborne de Borda",D,RI,0.89,1983,0.8
"Chafee, John Hubbard",R,RI,0.56,1983,0.7
"St. Germain, Fernand Joseph",D,RI-01,0.57,1983,0.67
"Schneider, Claudine",R,RI-02,0.79,1983,0.84
"Hollings, Ernest F.",D,SC,0.44,1983,0.57
"Thurmond, J. Strom",R,SC,0.11,1983,0.1
"Hartnett, Thomas Forbes",R,SC-01,0.14,1983,0.21
"Spence, Floyd",R,SC-02,0.29,1983,0.19
"Derrick, Butler Carson",D,SC-03,0.71,1983,0.6
"Campbell, Carroll Ashmore",R,SC-04,0.07,1983,0.21
"Spratt, John McKee",D,SC-05,0.64,1983,0.79
"Tallon, Robert Mooneyhan",D,SC-06,0.71,1983,0.53
"Abdnor, James",R,SD,0.11,1983,0.17
"Pressler, Larry Lee",R,SD,0.22,1983,0.31
"Daschle, Thomas A.",D,SD-AL,0.5,1983,0.66
"Baker, Howard Henry",R,TN,0.11,1983,0.21
"Sasser, James Ralph",D,TN,0.33,1983,0.45
"Quillen, James Henry",R,TN-01,0.07,1983,0.14
"Duncan, John James",R,TN-02,0.21,1983,0.25
"Lloyd, Marilyn Laird",D,TN-03,0.29,1983,0.3
"Cooper, Jim",D,TN-04,0.86,1983,0.83
"Boner, William Hill",D,TN-05,0.57,1983,0.48
"Gore, Albert Arnold",D,TN-06,0.64,1983,0.64
"Sundquist, Donald Kenneth",R,TN-07,0.29,1983,0.17
"Jones, Ed",D,TN-08,0.43,1983,0.32
"Ford, Harold E.",D,TN-09,0.36,1983,0.63
"Tower, John Goodwin",R,TX,0.11,1983,0.07
"Bentsen, Lloyd Millard",D,TX,0.56,1983,0.35
"Hall, Sam Blakeley",D,TX-01,0.29,1983,0.17
"Wilson, Charles",D,TX-02,0.29,1983,0.33
"Bartlett, Harry Stephen",R,TX-03,0.21,1983,0.27
"Hall, Ralph",R,TX-04,0.29,1983,0.11
"Bryant, John Wiley",D,TX-05,0.93,1983,0.72
"Gramm, Phil",R,TX-06,0.21,1983,0.09
"Archer, Bill",R,TX-07,0.21,1983,0.2
"Fields, Jack Milton",R,TX-08,0.14,1983,0.13
"Brooks, Jack Bascom",D,TX-09,0.43,1983,0.37
"Pickle, James Jarrell",D,TX-10,0.36,1983,0.41
"Leath, James Marvin",D,TX-11,0.07,1983,0.15
"Wright, James Claude",D,TX-12,0.5,1983,0.35
"Hightower, Jack English",D,TX-13,0.21,1983,0.25
"Patman, William Neff",D,TX-14,0.29,1983,0.26
"de la Garza, Eligio",D,TX-15,0.43,1983,0.32
"Coleman, Ronald D'Emory",D,TX-16,0.64,1983,0.66
"Stenholm, Charles W.",D,TX-17,0.14,1983,0.14
"Leland, George Thomas",D,TX-18,0.64,1983,0.73
"Hance, Kent Ronald",D,TX-19,0.29,1983,0.26
"Gonzalez, Henry Barbosa",D,TX-20,0.57,1983,0.53
"Loeffler, Thomas Gilbert",R,TX-21,0.0,1983,0.1
"Paul, Ron",R,TX-22,0.21,1983,0.23
"Kazen, Abraham",D,TX-23,0.43,1983,0.24
"Frost, Martin",D,TX-24,0.71,1983,0.55
"Andrews, Michael Allen",D,TX-25,0.71,1983,0.57
"Vandergriff, Tommy Joe",D,TX-26,0.43,1983,0.34
"Ortiz, Solomon P.",D,TX-27,0.57,1983,0.42
"Garn, Edwin Jacob",R,UT,0.11,1983,0.11
"Hatch, Orrin G.",R,UT,0.11,1983,0.09
"Hansen, James V.",R,UT-01,0.0,1983,0.08
"Marriott, David Daniel",R,UT-02,0.07,1983,0.15
"Nielson, Howard Curtis",R,UT-03,0.07,1983,0.12
"Stafford, Robert Theodore",R,VT,0.56,1983,0.63
"Leahy, Patrick J.",D,VT,1.0,1983,0.94
"Jeffords, James M.",I,VT-AL,0.86,1983,0.78
"Warner, John W.",R,VA,0.56,1983,0.22
"Trible, Paul Seward",R,VA,0.44,1983,0.24
"Bateman, Herbert H.",R,VA-01,0.14,1983,0.12
"Whitehurst, George William",R,VA-02,0.21,1983,0.21
"Bliley, Tom",R,VA-03,0.07,1983,0.11
"Sisisky, Norman",D,VA-04,0.5,1983,0.33
"Daniel, Wilbur Clarence",D,VA-05,0.29,1983,0.16
"Olin, James R.",D,VA-06,0.5,1983,0.47
"Robinson, James Kenneth",R,VA-07,0.07,1983,0.1
"Parris, Stanford E.",R,VA-08,0.14,1983,0.21
"Boucher, Rick",D,VA-09,0.71,1983,0.68
"Wolf, Frank",R,VA-10,0.29,1983,0.26
"Evans, Daniel Jackson",R,WA,0.4,1983,0.53
"Gorton, T. Slade",R,WA,0.22,1983,0.25
"Pritchard, Joel McFee",R,WA-01,0.21,1983,0.44
"Swift, Allan Byron",D,WA-02,0.64,1983,0.64
"Bonker, Don Leroy",D,WA-03,0.57,1983,0.72
"Morrison, Sidney Wallace",R,WA-04,0.14,1983,0.3
"Foley, Tom",D,WA-05,0.71,1983,0.54
"Dicks, Norm",D,WA-06,0.64,1983,0.71
"Lowry, Michael Edward",D,WA-07,0.71,1983,0.86
"Chandler, Rodney Dennis",R,WA-08,0.29,1983,0.36
"Randolph, Jennings",D,WV,0.33,1983,0.45
"Byrd, Robert C.",D,WV,0.44,1983,0.54
"Mollohan, Alan B.",D,WV-01,0.5,1983,0.47
"Staggers, Harley Orrin",D,WV-02,0.71,1983,0.61
"Wise, Robert E.",D,WV-03,0.93,1983,0.65
"Rahall, Nick",D,WV-04,0.5,1983,0.62
"Proxmire, William",D,WI,1.0,1983,0.87
"Kasten, Robert Walter",R,WI,0.33,1983,0.46
"Aspin, Leslie",D,WI-01,0.71,1983,0.74
"Kastenmeier, Robert William",D,WI-02,0.79,1983,0.93
"Gunderson, Steven Craig",R,WI-03,0.43,1983,0.36
"Zablocki, Clement John",D,WI-04,0.5,1983,0.47
"Moody, Jim",D,WI-05,0.86,1983,0.83
"Petri, Tom",R,WI-06,0.64,1983,0.4
"Obey, David Ross",D,WI-07,0.79,1983,0.85
"Roth, Toby A.",R,WI-08,0.57,1983,0.31
"Sensenbrenner, James F.",R,WI-09,0.64,1983,0.24
"Simpson, Alan Kooi",R,WY,0.22,1983,0.19
"Wallop, Malcolm",R,WY,0.0,1983,0.12
"Cheney, Richard Bruce",R,WY-AL,0.0,1983,0.13
"Denton, Jeremiah Andrew",R,AL,0.08,1982,0.1
"Heflin, Howell Thomas",D,AL,0.08,1982,0.2
"Edwards, William Jackson",R,AL-01,0.13,1982,0.2
"Dickinson, William Louis",R,AL-02,0.08,1982,0.09
"Nichols, William Flynt",D,AL-03,0.25,1982,0.19
"Bevill, Tom",D,AL-04,0.46,1982,0.31
"Flippo, Ronnie Gene",D,AL-05,0.38,1982,0.32
"Smith, Albert Lee",R,AL-06,0.13,1982,0.11
"Shelby, Richard C.",R,AL-07,0.21,1982,0.13
"Stevens, Ted F.",R,AK,0.15,1982,0.14
"Murkowski, Frank H.",R,AK,0.15,1982,0.09
"Young, Don",R,AK-AL,0.17,1982,0.08
"DeConcini, Dennis Webster",D,AZ,0.54,1982,0.44
"Goldwater, Barry Morris",R,AZ,0.08,1982,0.09
"Rhodes, John Jacob",R,AZ-01,0.21,1982,0.16
"Udall, Morris King",D,AZ-02,0.71,1982,0.68
"Stump, Robert",R,AZ-03,0.04,1982,0.05
"Rudd, Eldon Dean",R,AZ-04,0.04,1982,0.08
"Pryor, David Hampton",D,AR,0.62,1982,0.54
"Bumpers, Dale",D,AR,0.77,1982,0.69
"Alexander, William Vollie",D,AR-01,0.42,1982,0.34
"Bethune, Edwin Ruthvin",R,AR-02,0.33,1982,0.28
"Hammerschmidt, John Paul",R,AR-03,0.17,1982,0.16
"Anthony, Beryl Franklin",D,AR-04,0.33,1982,0.32
"Cranston, Alan",D,CA,0.62,1982,0.77
"Hayakawa, Samuel Ichiye",R,CA,0.15,1982,0.2
"Chappie, Eugene A.",R,CA-01,0.08,1982,0.11
"Clausen, Donald Holst",R,CA-02,0.38,1982,0.29
"Matsui, Robert T.",D,CA-03,0.83,1982,0.83
"Fazio, Victor Herbert",D,CA-04,0.75,1982,0.64
"Burton, John Lowell",D,CA-05,0.21,1982,0.76
"Burton, Phillip",D,CA-06,0.71,1982,0.82
"Miller, George",D,CA-07,0.83,1982,0.88
"Dellums, Ronald Vernie",D,CA-08,0.96,1982,0.92
"Stark, Pete",D,CA-09,0.75,1982,0.89
"Edwards, William Donlon",D,CA-10,1.0,1982,0.91
"Lantos, Tom",D,CA-11,0.67,1982,0.86
"McCloskey, Paul Norton",R,CA-12,0.29,1982,0.59
"Mineta, Norman Yoshio",D,CA-13,0.75,1982,0.75
"Shumway, Norman David",R,CA-14,0.17,1982,0.14
"Coelho, Anthony Lee",D,CA-15,0.71,1982,0.52
"Panetta, Leon Edward",D,CA-16,0.71,1982,0.72
"Pashayan, Charles",R,CA-17,0.08,1982,0.15
"Thomas, William M.",R,CA-18,0.13,1982,0.12
"Lagomarsino, Robert John",R,CA-19,0.42,1982,0.36
"Goldwater, Barry Morris",R,CA-20,0.08,1982,0.21
"Fiedler, Bobbi",R,CA-21,0.33,1982,0.34
"Moorhead, Carlos John",R,CA-22,0.25,1982,0.2
"Beilenson, Anthony Charles",D,CA-23,0.75,1982,0.89
"Waxman, Henry A.",D,CA-24,0.92,1982,0.92
"Roybal, Edward Ross",D,CA-25,0.83,1982,0.79
"Rousselot, John Harbin",R,CA-26,0.08,1982,0.16
"Dornan, Robert Kenneth",R,CA-27,0.13,1982,0.14
"Dixon, Julian C.",D,CA-28,0.54,1982,0.75
"Hawkins, Augustus Freeman",D,CA-29,0.63,1982,0.63
"Martinez, Matthew G.",D,CA-30,0.7,1982,0.62
"Dymally, Mervyn Malcolm",D,CA-31,0.54,1982,0.6
"Anderson, Glenn Malcolm",D,CA-32,0.67,1982,0.61
"Grisham, Wayne Richard",R,CA-33,0.13,1982,0.21
"Lungren, Dan",R,CA-34,0.25,1982,0.15
"Dreier, David T.",R,CA-35,0.13,1982,0.14
"Brown, George E.",D,CA-36,0.67,1982,0.75
"Lewis, Jerry",R,CA-37,0.08,1982,0.12
"Patterson, Jerry Mumford",D,CA-38,0.71,1982,0.68
"Dannemeyer, William Edwin",R,CA-39,0.21,1982,0.18
"Badham, Robert Edward",R,CA-40,0.08,1982,0.08
"Lowery, William David",R,CA-41,0.29,1982,0.26
"Hunter, Duncan L.",R,CA-42,0.13,1982,0.09
"Burgener, Clair Walter",R,CA-43,0.08,1982,0.17
"Armstrong, William Lester",R,CO,0.31,1982,0.24
"Hart, Gary Warren",D,CO,0.62,1982,0.71
"Schroeder, Patricia Scott",D,CO-01,0.92,1982,0.86
"Wirth, Timothy E.",D,CO-02,0.83,1982,0.76
"Kogovsek, Raymond Peter",D,CO-03,0.58,1982,0.6
"Brown, George Hanks",R,CO-04,0.25,1982,0.26
"Kramer, Kenneth Bentley",R,CO-05,0.21,1982,0.16
"Weicker, Lowell Palmer",R,CT,0.23,1982,0.58
"Dodd, Christopher J.",D,CT,0.54,1982,0.78
"Kennelly, Barbara Bailey",D,CT-01,0.83,1982,0.87
"Gejdenson, Sam",D,CT-02,0.79,1982,0.85
"DeNardis, Lawrence Joseph",R,CT-03,0.54,1982,0.61
"McKinney, Stewart Brett",R,CT-04,0.67,1982,0.56
"Ratchford, William Richard",D,CT-05,0.79,1982,0.84
"Moffett, Anthony John",D,CT-06,0.38,1982,0.83
"Biden, Joe",D,DE,0.69,1982,0.83
"Roth, William V.",R,DE,0.46,1982,0.56
"Evans, Thomas Beverley",R,DE-AL,0.5,1982,0.52
"Chiles, Lawton Mainor",D,FL,0.62,1982,0.51
"Hawkins, Paula",R,FL,0.46,1982,0.47
"Hutto, Earl Dewitt",D,FL-01,0.5,1982,0.32
"Fuqua, Don",D,FL-02,0.58,1982,0.41
"Bennett, Charles Edward",D,FL-03,0.46,1982,0.52
"Chappell, William Venroe",D,FL-04,0.29,1982,0.22
"McCollum, Bill",R,FL-05,0.42,1982,0.26
"Young, C.W. Bill",R,FL-06,0.29,1982,0.28
"Gibbons, Sam Melville",D,FL-07,0.58,1982,0.58
"Ireland, Andrew Poysell",R,FL-08,0.21,1982,0.31
"Nelson, Bill",D,FL-09,0.71,1982,0.71
"Bafalis, Louis Arthur",R,FL-10,0.13,1982,0.25
"Mica, Daniel Andrew",D,FL-11,0.58,1982,0.52
"Shaw, Clay",R,FL-12,0.33,1982,0.29
"Lehman, William",D,FL-13,0.38,1982,0.69
"Pepper, Claude Denson",D,FL-14,0.58,1982,0.51
"Fascell, Dante Bruno",D,FL-15,0.58,1982,0.71
"Nunn, Samuel Augustus",D,GA,0.46,1982,0.48
"Mattingly, Mack Francis",R,GA,0.23,1982,0.31
"Ginn, Ronald Bryan",D,GA-01,0.42,1982,0.31
"Hatcher, Charles Floyd",D,GA-02,0.38,1982,0.35
"Brinkley, Jack Thomas",D,GA-03,0.58,1982,0.39
"Levitas, Elliott Harris",D,GA-04,0.75,1982,0.59
"Fowler, Wyche",D,GA-05,0.79,1982,0.7
"Gingrich, Newton Leroy",R,GA-06,0.54,1982,0.27
"McDonald, Lawrence Patton",D,GA-07,0.17,1982,0.22
"Evans, Billy Lee",D,GA-08,0.33,1982,0.28
"Jenkins, Edgar Lanier",D,GA-09,0.54,1982,0.39
"Barnard, Druie Douglas",D,GA-10,0.42,1982,0.32
"Matsunaga, Spark Masayuki",D,HI,0.54,1982,0.59
"Inouye, Daniel K.",D,HI,0.62,1982,0.57
"Heftel, Cecil Landau",D,HI-01,0.63,1982,0.46
"Akaka, Daniel",D,HI-02,0.58,1982,0.71
"McClure, James Albertus",R,ID,0.15,1982,0.11
"Symms, Steven Douglas",R,ID,0.15,1982,0.1
"Craig, Larry E.",R,ID-01,0.17,1982,0.08
"Hansen, George Vernon",R,ID-02,0.08,1982,0.11
"Percy, Charles Harting",R,IL,0.54,1982,0.57
"Dixon, Alan John",D,IL,0.46,1982,0.56
"Washington, Harold",D,IL-01,0.83,1982,0.84
"Savage, Gus",D,IL-02,0.67,1982,0.68
"Russo, Martin Anthony",D,IL-03,0.88,1982,0.68
"Derwinski, Edward Joseph",R,IL-04,0.13,1982,0.3
"Fary, John G.",D,IL-05,0.46,1982,0.43
"Hyde, Henry",R,IL-06,0.33,1982,0.19
"Collins, Cardiss",D,IL-07,0.79,1982,0.69
"Rostenkowski, Daniel David",D,IL-08,0.71,1982,0.46
"Yates, Sidney Richard",D,IL-09,0.83,1982,0.84
"Porter, John Edward",R,IL-10,0.54,1982,0.63
"Annunzio, Frank",D,IL-11,0.67,1982,0.52
"Crane, Philip M.",R,IL-12,0.25,1982,0.13
"McClory, Robert",R,IL-13,0.29,1982,0.32
"Erlenborn, John Neal",R,IL-14,0.17,1982,0.25
"Corcoran, Thomas Joseph",R,IL-15,0.29,1982,0.35
"Martin, Lynn Morley",R,IL-16,0.63,1982,0.48
"O'Brien, George Miller",R,IL-17,0.29,1982,0.25
"Michel, Robert Henry",R,IL-18,0.17,1982,0.15
"Railsback, Thomas Fisher",R,IL-19,0.38,1982,0.36
"Findley, Paul",R,IL-20,0.5,1982,0.42
"Madigan, Edward Rell",R,IL-21,0.42,1982,0.33
"Crane, Daniel Bever",R,IL-22,0.21,1982,0.22
"Price, Charles Melvin",D,IL-23,0.63,1982,0.55
"Simon, Paul Martin",D,IL-24,0.67,1982,0.72
"Quayle, James Danforth",R,IN,0.46,1982,0.33
"Lugar, Richard G.",R,IN,0.54,1982,0.24
"Hall, Katie Beatrice",D,IN-01,0.73,1982,0.67
"Fithian, Floyd James",D,IN-02,0.75,1982,0.66
"Hiler, John Patrick",R,IN-03,0.38,1982,0.36
"Coats, Dan",R,IN-04,0.46,1982,0.22
"Hillis, Elwood Haynes",R,IN-05,0.33,1982,0.31
"Evans, David Walter",D,IN-06,0.63,1982,0.55
"Myers, John Thomas",R,IN-07,0.08,1982,0.11
"Deckard, Huey Joel",R,IN-08,0.71,1982,0.62
"Hamilton, Lee Herbert",D,IN-09,0.79,1982,0.68
"Sharp, Philip Riley",D,IN-10,0.83,1982,0.76
"Jacobs, Andrew",D,IN-11,0.75,1982,0.74
"Jepsen, Roger William",R,IA,0.31,1982,0.4
"Grassley, Chuck E.",R,IA,0.38,1982,0.18
"Leach, James A.",R,IA-01,0.71,1982,0.61
"Tauke, Thomas Joseph",R,IA-02,0.63,1982,0.52
"Evans, Thomas Cooper",R,IA-03,0.58,1982,0.52
"Smith, Neal Edward",D,IA-04,0.63,1982,0.46
"Harkin, Tom",D,IA-05,0.92,1982,0.83
"Bedell, Berkley Warren",D,IA-06,0.92,1982,0.85
"Kassebaum, Nancy Landon",R,KS,0.31,1982,0.34
"Dole, Robert Joseph",R,KS,0.23,1982,0.19
"Roberts, Pat",R,KS-01,0.13,1982,0.09
"Jeffries, James Edmund",R,KS-02,0.21,1982,0.2
"Winn, Edward Lawrence",R,KS-03,0.08,1982,0.18
"Glickman, Daniel Robert",D,KS-04,0.71,1982,0.69
"Whittaker, Robert Russell",R,KS-05,0.21,1982,0.27
"Huddleston, Walter Darlington",D,KY,0.31,1982,0.34
"Ford, Wendell Hampton",D,KY,0.54,1982,0.38
"Hubbard, Carroll",D,KY-01,0.29,1982,0.28
"Natcher, William Huston",D,KY-02,0.58,1982,0.45
"Mazzoli, Romano Louis",D,KY-03,0.67,1982,0.56
"Snyder, Marion Gene",R,KY-04,0.29,1982,0.19
"Rogers, Harold",R,KY-05,0.25,1982,0.08
"Hopkins, Larry Jones",R,KY-06,0.33,1982,0.23
"Perkins, Carl Dewey",D,KY-07,0.58,1982,0.49
"Johnston, John Bennett",D,LA,0.31,1982,0.26
"Long, Russell Billiu",D,LA,0.38,1982,0.18
"Livingston, Robert Linligthgow",R,LA-01,0.33,1982,0.13
"Boggs, Corinne Claiborne",D,LA-02,0.67,1982,0.49
"Tauzin, William J.",R,LA-03,0.42,1982,0.18
"Roemer, Charles Elson",D,LA-04,0.58,1982,0.52
"Huckaby, Thomas Jerald",D,LA-05,0.54,1982,0.3
"Moore, William Henson",R,LA-06,0.38,1982,0.24
"Breaux, John B.",D,LA-07,0.33,1982,0.24
"Long, Gillis William",D,LA-08,0.54,1982,0.43
"Cohen, William Sebastian",R,ME,0.69,1982,0.71
"Mitchell, George John",D,ME,0.85,1982,0.78
"Emery, David Farnham",R,ME-01,0.67,1982,0.63
"Snowe, Olympia",R,ME-02,0.58,1982,0.65
"Mathias, Charles McCurdy",R,MD,0.38,1982,0.56
"Sarbanes, Paul S.",D,MD,0.85,1982,0.91
"Dyson, Royden Patrick",D,MD-01,0.63,1982,0.47
"Long, Clarence Dickinson",D,MD-02,0.88,1982,0.72
"Mikulski, Barbara A.",D,MD-03,0.79,1982,0.85
"Holt, Marjorie Sewell",R,MD-04,0.29,1982,0.21
"Hoyer, Steny H.",D,MD-05,0.92,1982,0.82
"Byron, Beverly Barton Butcher",D,MD-06,0.42,1982,0.4
